Date,Time,In_Temperature,In_Humidity,SB-51-00,SP-11-00,SP-19-01,TGS2602-B00,TGS2620-C00,SP-31-00,SP3S-AQ2-01,Intensity
8/2/21,00:10:27,25.07975382,46.633402,0.627563705,0.009057079,0.213244523,3.212928527,0.657869605,0.139100235,0.093908598,4
8/2/21,00:30:25,25.10645711,46.763358,0.635170652,0.005688021,0.215857262,3.217010151,0.644424624,0.137912626,0.078800964,4
8/2/21,00:50:19,25.07183185,46.7197172,0.63438933,0.006719365,0.216463568,3.215541267,0.646262292,0.137631351,0.080951161,4
8/2/21,01:10:30,25.07423514,46.56575367,0.625744789,0.009038327,0.210975565,3.21066582,0.654700565,0.138968973,0.093558566,4
8/2/21,01:30:37,25.08295822,46.41107805,0.6122123,0.012138611,0.201137165,3.205577854,0.665176524,0.141106669,0.107822371,4
8/2/21,01:50:34,25.08402635,46.55700516,0.612949867,0.01015718,0.197686849,3.211390887,0.65846966,0.141406696,0.100840482,4
8/2/21,02:10:33,25.08562854,46.56605885,0.613331152,0.009625881,0.197111796,3.213072291,0.655675654,0.141112919,0.097996472,4
8/2/21,02:30:27,25.08625162,46.72775362,0.621050609,0.006488094,0.20108716,3.219316612,0.642143165,0.139844053,0.084195208,4
8/2/21,02:50:30,25.07868569,46.562651,0.615900137,0.008682045,0.199086977,3.215660027,0.650643943,0.140369101,0.096258813,4
8/2/21,03:10:30,25.08696371,46.62668803,0.617506534,0.007219411,0.19934325,3.217622707,0.643412031,0.140069074,0.090076997,4
8/2/21,03:30:24,25.07174283,46.73650212,0.620525561,0.005387993,0.200687123,3.220616731,0.636467645,0.139600281,0.084251463,4
8/2/21,03:50:30,25.07681646,46.67424531,0.623507084,0.004850444,0.202293521,3.224017043,0.632811061,0.13882521,0.080426113,4
8/2/21,04:10:27,25.05287251,46.59413545,0.610837174,0.007988231,0.195505399,3.213959872,0.645856005,0.140937903,0.098371506,4
8/2/21,04:30:34,25.0771725,46.59133796,0.610487142,0.007131903,0.193461462,3.216272584,0.64252445,0.141031662,0.096133801,4
8/2/21,04:50:28,25.0844714,46.62109305,0.611799762,0.006081807,0.193492715,3.219885414,0.638067792,0.140694131,0.092864752,4
8/2/21,05:10:28,25.07414613,46.58426795,0.606080488,0.007294418,0.190879976,3.215672529,0.643143257,0.141512956,0.101040501,4
8/2/21,05:30:33,25.0933725,46.60095115,0.604592852,0.006475593,0.188598517,3.216322588,0.639761697,0.141781731,0.099234085,4
8/2/21,05:50:21,25.06506701,46.6677348,0.605642948,0.00567552,0.190236167,3.21962289,0.636348884,0.141212928,0.095196215,4
8/2/21,06:10:28,25.07414613,46.58620076,0.599098599,0.007256914,0.187354653,3.218210261,0.644355868,0.142013002,0.106022207,4
8/2/21,06:30:27,25.07565932,46.62918034,0.597117168,0.006856878,0.185160702,3.21514123,0.64143685,0.142600555,0.105365897,4
8/2/21,06:50:30,25.08491646,46.56549935,0.589566476,0.008294509,0.180854058,3.212347224,0.647962448,0.143619399,0.114485481,4
8/2/21,07:10:25,25.08429338,46.59103278,0.584734784,0.008725799,0.178022548,3.209703232,0.650693948,0.144356966,0.119685958,4
8/2/21,07:30:25,25.0763714,46.62851911,0.580128112,0.00917584,0.175816096,3.209178184,0.652087825,0.144719499,0.121123589,4
8/2/21,07:50:34,25.09194832,46.32745861,0.545793719,0.018776719,0.159283333,3.182675758,0.695266779,0.149694955,0.176884944,4
8/2/21,08:10:22,25.07806261,46.37496503,0.526823232,0.022670826,0.150426272,3.172699844,0.710849455,0.152057671,0.195542902,4
8/2/21,08:30:25,25.09274942,46.69606572,0.537417952,0.016564016,0.153457799,3.186057317,0.686390966,0.150632541,0.166796521,4
8/2/21,08:50:21,25.09043514,46.74708171,0.540355721,0.015207642,0.154820424,3.189401373,0.680552931,0.150069989,0.159483351,4
8/2/21,09:10:22,25.08171206,46.73009333,0.539499393,0.015913957,0.15521421,3.192345393,0.682309342,0.149794964,0.158589519,4
8/2/21,09:30:22,25.08002085,46.66229241,0.536542872,0.017107816,0.154057854,3.18903259,0.686422219,0.150057488,0.162227352,4
8/2/21,09:50:21,25.06524503,46.71473259,0.538905588,0.015932709,0.154614155,3.191820345,0.681934308,0.149694955,0.155908024,4
8/2/21,20:08:26,25.11731645,51.8662801,0.612087288,0.083695163,0.226083199,3.623066077,0.518838126,0.10791613,0.012844926,5
8/2/21,20:28:29,25.1039648,51.75941609,0.618269104,0.082288784,0.229914799,3.621953475,0.523888588,0.10736608,0.012869928,5
8/2/21,20:48:32,25.10387579,51.6500089,0.625088479,0.082020009,0.233515129,3.618434403,0.523382292,0.106659765,0.009350856,5
8/2/21,21:08:34,25.09702195,51.53887236,0.633264227,0.082201276,0.237552999,3.61239635,0.519075648,0.106034708,0.002575236,5
8/2/21,21:28:43,25.10886041,51.35652705,0.637102078,0.081357448,0.238853118,3.61294015,0.522169681,0.105915947,0.001600146,5
8/2/21,21:48:43,25.10129447,51.24391547,0.641733752,0.080319854,0.2408408,3.610933716,0.524051103,0.10562217,0.000125011,5
8/2/21,22:08:50,25.11055161,51.09620813,0.645215321,0.078925976,0.24149711,3.607608411,0.527745192,0.105634671,0.00240022,5
8/2/21,22:28:52,25.10325271,50.97067725,0.646596698,0.076919542,0.241822139,3.602420436,0.53253938,0.105872193,0.005044212,5
8/2/21,22:49:00,25.1120648,50.83878843,0.650759579,0.076006959,0.242390942,3.598988872,0.533395709,0.105915947,0.004431656,5
8/2/21,23:09:04,25.1112637,50.67800921,0.650603315,0.073375468,0.240859551,3.592944569,0.539846299,0.106753524,0.010432205,5
